time,ax1,ay1,az1,ax2,ay2,az2,ax3,ay3,az3,ax4,ay4,az4
364,-212,18160,875,875,875,875,875,875,875,875,875
352,-152,18188,875,875,875,875,875,875,875,875,875
356,-132,17908,875,875,875,875,875,875,875,875,875
408,-148,18056,875,875,875,875,875,875,875,875,875
344,-80,18040,875,875,875,875,875,875,875,875,875
368,-164,18088,875,875,875,875,875,875,875,875,875
344,-184,18024,875,875,875,875,875,875,875,875,875
364,-120,18012,875,875,875,875,875,875,875,875,875
376,-176,18116,875,875,875,875,875,875,875,875,875
292,-124,17920,875,875,875,875,875,875,875,875,875
420,-76,17936,875,875,875,875,875,875,875,875,875
420,-200,17944,875,875,875,875,875,875,875,875,875
344,-96,18168,875,875,875,875,875,875,875,875,875
396,-176,18048,875,875,875,875,875,875,875,875,875
356,-120,18032,875,875,875,875,875,875,875,875,875
412,-144,18028,875,875,875,875,875,875,875,875,875
384,-136,17928,875,875,875,875,875,875,875,875,875
428,-212,18060,875,875,875,875,875,875,875,875,875
336,-40,17944,875,875,875,875,875,875,875,875,875
260,-80,17948,875,875,875,875,875,875,875,875,875
436,-140,18040,875,875,875,875,875,875,875,875,875
308,-188,17992,875,875,875,875,875,875,875,875,875
412,-144,18032,875,875,875,875,875,875,875,875,875
344,-160,17948,875,875,875,875,875,875,875,875,875
380,-112,18088,875,875,875,875,875,875,875,875,875
416,-172,18004,875,875,875,875,875,875,875,875,875
372,-124,18016,875,875,875,875,875,875,875,875,875
376,-104,18128,875,875,875,875,875,875,875,875,875
328,-108,18024,875,875,875,875,875,875,875,875,875
336,-136,17924,875,875,875,875,875,875,875,875,875
344,-128,18060,875,875,875,875,875,875,875,875,875
372,-44,17968,875,875,875,875,875,875,875,875,875
224,-56,18000,875,875,875,875,875,875,875,875,875
404,-60,17980,875,875,875,875,875,875,875,875,875
376,-152,18068,875,875,875,875,875,875,875,875,875
356,-76,18100,875,875,875,875,875,875,875,875,875
384,-144,18100,875,875,875,875,875,875,875,875,875
420,-184,17884,875,875,875,875,875,875,875,875,875
416,-152,18068,875,875,875,875,875,875,875,875,875
384,-108,17984,875,875,875,875,875,875,875,875,875
352,-136,18056,875,875,875,875,875,875,875,875,875
380,-180,18036,875,875,875,875,875,875,875,875,875
344,-160,17972,875,875,875,875,875,875,875,875,875
316,-96,18084,875,875,875,875,875,875,875,875,875
400,-124,18020,875,875,875,875,875,875,875,875,875
348,-188,18016,875,875,875,875,875,875,875,875,875
396,-136,18120,875,875,875,875,875,875,875,875,875
320,-180,17988,875,875,875,875,875,875,875,875,875
368,-128,18076,875,875,875,875,875,875,875,875,875
300,-80,18060,875,875,875,875,875,875,875,875,875
376,-120,18052,875,875,875,875,875,875,875,875,875
504,-136,18076,875,875,875,875,875,875,875,875,875
376,-148,18108,875,875,875,875,875,875,875,875,875
372,-96,17888,875,875,875,875,875,875,875,875,875
440,-100,18020,875,875,875,875,875,875,875,875,875
360,-32,17952,875,875,875,875,875,875,875,875,875
416,-64,18000,875,875,875,875,875,875,875,875,875
296,-196,18112,875,875,875,875,875,875,875,875,875
368,-80,18016,875,875,875,875,875,875,875,875,875
396,-124,18144,875,875,875,875,875,875,875,875,875
416,4,18152,875,875,875,875,875,875,875,875,875
324,-100,18136,875,875,875,875,875,875,875,875,875
360,-148,18124,875,875,875,875,875,875,875,875,875
